Date,SeriesName,2021Q2 (2021-09-07),2021Q3 (2021-12-07),2021Q4 (2022-03-08),2022Q1 (2022-06-07)
2005-12-01,KBP6006.R.S,0.017072810095421186,0.026371528902930513,0.023702973696420528,0.017257325658293684
2006-03-01,KBP6006.R.S,0.5116708172069452,0.5212207865932491,0.5199455904047251,0.5207452876733044
2006-06-01,KBP6006.R.S,0.3584864239888634,0.36795857731666126,0.3662518370203241,0.36480754258553
2006-09-01,KBP6006.R.S,0.34071324797050345,0.35017637271206076,0.348419562632329,0.3467149096930559
2006-12-01,KBP6006.R.S,0.34145888109603445,0.35092238461136693,0.3491676750953751,0.3474739449042508
2007-03-01,KBP6006.R.S,0.45098290544913155,0.4605020460153922,0.45905588260113206,0.4589665652147673
2007-06-01,KBP6006.R.S,0.0853673455076076,0.09470075721986806,0.09222459827340664,0.08677939399871533
2007-09-01,KBP6006.R.S,0.24557396694885597,0.2549887619376058,0.25296392980103155,0.24986558555422725
2007-12-01,KBP6006.R.S,0.3570440127633134,0.3665154333613993,0.3648046295697389,0.36333920531385155
2008-03-01,KBP6006.R.S,-0.09628764077657917,-0.08704650788426657,-0.09003441699886831,-0.09814067749172012
2008-06-01,KBP6006.R.S,0.2678403923511867,0.2772664984495438,0.27530439427423625,0.27253222995227244
2008-09-01,KBP6006.R.S,-0.17862660910926778,-0.16942730354572214,-0.17264717425824463,-0.1819596148189303
2008-12-01,KBP6006.R.S,-0.5460889459712476,-0.5370763074049285,-0.541331376305626,-0.5560267571117097
2009-03-01,KBP6006.R.S,-0.9945175205454232,-0.9857326789723991,-0.9912510404649016,-1.0125154325113628
2009-06-01,KBP6006.R.S,-0.4433114102276191,-0.43424656175553544,-0.4382120904554725,-0.4514018874833607
2009-09-01,KBP6006.R.S,-0.18181769456141733,-0.17262001003567473,-0.1758488705290455,-0.1852080571656789
2009-12-01,KBP6006.R.S,0.015990333177604718,0.025288502098239813,0.02261689738697341,0.01615539219021804
2010-03-01,KBP6006.R.S,0.24320599141364752,0.2526195834957636,0.25058808040617514,0.24745504778581548
2010-06-01,KBP6006.R.S,0.09439986195171483,0.10373786208720369,0.10128714913539154,0.09597426181241674
2010-09-01,KBP6006.R.S,0.11750197021084671,0.12685170597403328,0.12446607523123634,0.11949160971595917
2010-12-01,KBP6006.R.S,0.13594416164468362,0.14530326584689612,0.1429695896073044,0.13826528297505805
2011-03-01,KBP6006.R.S,0.1605013716115969,0.16987295061785038,0.16760845583364664,0.1632638867325292
2011-06-01,KBP6006.R.S,-0.03280326666426151,-0.02352988437848031,-0.02633894820074619,-0.03351522877978864
2011-09-01,KBP6006.R.S,-0.09913093901366847,-0.08989125048691636,-0.09288716961203675,-0.10103508146061879
2011-12-01,KBP6006.R.S,0.023779925864388825,0.033082051816073356,0.03043239159115851,0.02408499580851895
2012-03-01,KBP6006.R.S,-0.029541163083516588,-0.020266123683470947,-0.02306599765584564,-0.030194491817375466
2012-06-01,KBP6006.R.S,0.09227479493003127,0.10161171555385307,0.09915501595984684,0.0938109986198671
2012-09-01,KBP6006.R.S,-0.10241519706872813,-0.0931771769104801,-0.09618234829806943,-0.10437837110412218
2012-12-01,KBP6006.R.S,-0.07040888839462184,-0.061154609368639166,-0.06406961403864718,-0.07179677778137451
2013-03-01,KBP6006.R.S,0.06556901467639706,0.07489236904509974,0.07236043514118178,0.0666252059547318
2013-06-01,KBP6006.R.S,0.043462329924378464,0.05277445433004185,0.05018024247895445,0.04412117340170048
2013-09-01,KBP6006.R.S,-0.071544312390637,-0.062290610148086664,-0.06520881348295247,-0.07295261000381956
2013-12-01,KBP6006.R.S,-0.04248631518737537,-0.03321785178826768,-0.03605419425457839,-0.04337232140227418
2014-03-01,KBP6006.R.S,-0.3499757386064231,-0.3408634765961128,-0.3445660642856066,-0.3563885910038584
2014-06-01,KBP6006.R.S,-0.10781454646355568,-0.09857926911793741,-0.10159965130715223,-0.10987476895433777
2014-09-01,KBP6006.R.S,-0.06875888384762478,-0.05950376663670912,-0.0624141229889273,-0.07011711588476738
2014-12-01,KBP6006.R.S,0.05318543924132291,0.06250250288412118,0.05993568253452557,0.05401904687480097
2015-03-01,KBP6006.R.S,0.041174219679716705,0.05048518174947285,0.04788452393823659,0.04179193643069374
2015-06-01,KBP6006.R.S,-0.6711331801637247,-0.6621840627514824,-0.6667914005834211,-0.6833185490923878
2015-09-01,KBP6006.R.S,-0.0824669273042826,-0.07321877363507778,-0.07616774766406506,-0.08407154910926193
2015-12-01,KBP6006.R.S,-0.09016946352430219,-0.08092522266237852,-0.08389589592619735,-0.09191253149900701
2016-03-01,KBP6006.R.S,-0.17866016131269882,-0.16946087279331917,-0.1726808380275837,-0.18199377009307965
2016-06-01,KBP6006.R.S,-0.2435157660413904,-0.2343494234861915,-0.23775209698133923,-0.24801509606000183
2016-09-01,KBP6006.R.S,-0.29279913043173494,-0.28365782330662265,-0.2871993356551879,-0.298184284656313
2016-12-01,KBP6006.R.S,-0.24866113534318854,-0.2394974065814069,-0.2429145753770096,-0.2532529487531543
2017-03-01,KBP6006.R.S,-0.07259522460742474,-0.06334205621721295,-0.06626322013419457,-0.07402241142371858
2017-06-01,KBP6006.R.S,-0.039332123237229615,-0.03006205754182937,-0.03288951416198825,-0.04016143568508821
2017-09-01,KBP6006.R.S,-0.20364879314571147,-0.19446219858813726,-0.1977525606598557,-0.20743155013716713
2017-12-01,KBP6006.R.S,-0.10840960125535978,-0.09917462619130898,-0.10219668474182822,-0.11048051932151456
2018-03-01,KBP6006.R.S,-0.0876590461969922,-0.07841353006950452,-0.08137713109976878,-0.09831677377324227
2018-06-01,KBP6006.R.S,-0.3482536900570487,-0.33914055326421094,-0.342838289676827,-0.38936931288581633
2018-09-01,KBP6006.R.S,0.21117330534877868,0.22057062516372336,0.21844888104736768,0.30115394875860524
2018-12-01,KBP6006.R.S,-0.15805691889384896,-0.14884716414430188,-0.15200908686078168,-0.12925339264068386
2019-03-01,KBP6006.R.S,-0.7312230264719897,-0.7223044340688406,-0.7270810542837229,-0.7118403524160349
2019-06-01,KBP6006.R.S,-0.06535759743033333,-0.05610075240173804,-0.05900152680450607,-0.10358309174198682
2019-09-01,KBP6006.R.S,-0.2960494294038667,-0.28690977339640195,-0.2904604423394518,-0.2284699135967433
2019-12-01,KBP6006.R.S,-0.25841196792031473,-0.24925319247879218,-0.2526978308765948,-0.3085928309817115
2020-03-01,KBP6006.R.S,-0.22533079017028623,-0.21615520983885836,-0.2195066534467895,-0.2921746282219583
2020-06-01,KBP6006.R.S,-8.19586838764067,-8.190741756467698,-8.21654743620264,-8.204484929751109
2020-09-01,KBP6006.R.S,6.029279063739783,6.041631920007089,6.055900678904269,6.078473677006794
2020-12-01,KBP6006.R.S,0.871569914416025,0.8813027087534636,0.8810414039382386,0.9557216443026596
2021-03-01,KBP6006.R.S,0.17882422454211278,0.14265202209338673,0.19317632872478516,0.0883384557247086
2021-06-01,KBP6006.R.S,0.2416052630589237,0.2025578910455091,0.31955136497537706,0.34983788585655407
2021-09-01,KBP6006.R.S,NA,-0.9557619577616482,-1.0696493466294856,-1.1264382285594103
2021-12-01,KBP6006.R.S,NA,NA,0.2491023896901025,0.34127304346283344
2022-03-01,KBP6006.R.S,NA,NA,NA,0.6051443757176043
